Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR14742340,2021-10-07 00:00:27,2021-06-06 09:41:37,26323,14790713,26323,561,7,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR014/14742/SRR14742340/SRR14742340.lite.1,SRX11076988,31V_End,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP322898,PRJNA735440,,735440,SRS9142908,SAMN19582214,simple,1632839,human vaginal metagenome,31V_End,,,,,,,no,,,,,MURDOCH CHILDRENS RESEARCH INSTITUTE,SRA1241179,,public,3E02E8B8393DA2A4D68A850A3C7445E3,CB3657D97812EC48E1DCFA68B395BC17
SRR14742342,2021-10-07 00:00:27,2021-06-06 09:41:39,30737,17291985,30737,562,7,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR014/14742/SRR14742342/SRR14742342.lite.1,SRX11076986,31V_W4,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP322898,PRJNA735440,,735440,SRS9142906,SAMN19582212,simple,1632839,human vaginal metagenome,31V_W4,,,,,,,no,,,,,MURDOCH CHILDRENS RESEARCH INSTITUTE,SRA1241179,,public,CB209CD4898A25873F86420C9A6E91C2,8E5FC7936F35DA0625676F47F9EDDF72
SRR14742341,2021-10-07 00:00:27,2021-06-06 09:41:31,37999,21381538,37999,562,9,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos13/sra-pub-zq-1301/SRR014/14742/SRR14742341/SRR14742341.lite.1,SRX11076987,31V_W8,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP322898,PRJNA735440,,735440,SRS9142907,SAMN19582213,simple,1632839,human vaginal metagenome,31V_W8,,,,,,,no,,,,,MURDOCH CHILDRENS RESEARCH INSTITUTE,SRA1241179,,public,4582AC442D2C6C6DE23C1F0799292E05,EE5EFE00A44A9D8CB0EA3D5771E434DA
SRR14742338,2021-10-07 00:00:27,2021-06-06 09:41:35,35214,19805401,35214,562,9,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR014/14742/SRR14742338/SRR14742338.lite.1,SRX11076990,35V_D0,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP322898,PRJNA735440,,735440,SRS9142910,SAMN19582216,simple,1632839,human vaginal metagenome,35V_D0,,,,,,,no,,,,,MURDOCH CHILDRENS RESEARCH INSTITUTE,SRA1241179,,public,1C7E3502020B911344DAC1992FFE7E17,B9DA24EAA2FCB2FA8E57AF97B9F26D2C
SRR14742336,2021-10-07 00:00:27,2021-06-06 09:41:33,30196,16996797,30196,562,7,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-820/SRR014/14742/SRR14742336/SRR14742336.lite.1,SRX11076991,35V_D8,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP322898,PRJNA735440,,735440,SRS9142911,SAMN19582217,simple,1632839,human vaginal metagenome,35V_D8,,,,,,,no,,,,,MURDOCH CHILDRENS RESEARCH INSTITUTE,SRA1241179,,public,324DE6FD79893280D5427CC3607D9D38,F2765836B637844798743BE79E63EB86
SRR14742346,2021-10-07 00:00:27,2021-06-06 09:41:35,36319,20445240,36319,562,10,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR014/14742/SRR14742346/SRR14742346.lite.1,SRX11076982,4V_W8,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP322898,PRJNA735440,,735440,SRS9142901,SAMN19582146,simple,1632839,human vaginal metagenome,4V_W8,,,,,,,no,,,,,MURDOCH CHILDRENS RESEARCH INSTITUTE,SRA1241179,,public,3AA10FFA3E65FB9FF89DBF4A02BA275B,9ECAF65BEF0537F7842423C69C6CB325
SRR14742339,2021-10-07 00:00:27,2021-06-06 09:41:38,42193,23734794,42193,562,13,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR014/14742/SRR14742339/SRR14742339.lite.1,SRX11076989,6V_End,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP322898,PRJNA735440,,735440,SRS9142909,SAMN19582215,simple,1632839,human vaginal metagenome,6V_End,,,,,,,no,,,,,MURDOCH CHILDRENS RESEARCH INSTITUTE,SRA1241179,,public,98B879D7B729CCFD0A4B8AACE3AB2FF2,2EDBFFF902B555C4D1B92DADD490F264
SRR15673593,2021-10-07 00:00:27,2021-08-30 18:53:59,39991,22509078,39991,562,10,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR015/15673/SRR15673593/SRR15673593.lite.1,SRX11970004,Neg1,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP322898,PRJNA735440,,735440,SRS9979220,SAMN21032008,simple,256318,metagenome,Neg1,,,,,,,no,,,,,MURDOCH CHILDRENS RESEARCH INSTITUTE,SRA1286360,,public,8514E1226D9C14EC925EF979A48A680F,85C75FD84E4B4D20D811D9B5A010F36F
SRR15673592,2021-10-07 00:00:27,2021-08-30 18:53:57,27716,15594798,27716,562,7,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR015/15673/SRR15673592/SRR15673592.lite.1,SRX11970005,Neg10,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP322898,PRJNA735440,,735440,SRS9979222,SAMN21032039,simple,256318,metagenome,Neg10,,,,,,,no,,,,,MURDOCH CHILDRENS RESEARCH INSTITUTE,SRA1286360,,public,2299930CE82BB39E2DAF371CEBCF49B6,5A6972EEBC8AF3BFA4B25069EB0AF409
SRR15673581,2021-10-07 00:00:27,2021-08-30 18:53:17,37,20828,37,562,0,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR015/15673/SRR15673581/SRR15673581.lite.1,SRX11970016,Neg11,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP322898,PRJNA735440,,735440,SRS9979232,SAMN21032040,simple,256318,metagenome,Neg11,,,,,,,no,,,,,MURDOCH CHILDRENS RESEARCH INSTITUTE,SRA1286360,,public,8C83DEA7DBB7C890F735A176A3D5616C,9BC0EABEF5CCBBB031F88CBD70A230DF
SRR15673570,2021-10-07 00:00:28,2021-08-30 18:53:08,54,30413,54,563,0,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR015/15673/SRR15673570/SRR15673570.lite.1,SRX11970027,Neg12,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP322898,PRJNA735440,,735440,SRS9979243,SAMN21032041,simple,256318,metagenome,Neg12,,,,,,,no,,,,,MURDOCH CHILDRENS RESEARCH INSTITUTE,SRA1286360,,public,A069E83468A726B753918F94D56C62EE,66087A66669001892414026692F81586
SRR15673559,2021-10-07 00:00:28,2021-08-30 18:53:00,17196,9678409,17196,562,4,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR015/15673/SRR15673559/SRR15673559.lite.1,SRX11970038,Neg13,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP322898,PRJNA735440,,735440,SRS9979254,SAMN21032042,simple,256318,metagenome,Neg13,,,,,,,no,,,,,MURDOCH CHILDRENS RESEARCH INSTITUTE,SRA1286360,,public,D7C3DFE8A63E9A5CB058696E03FB2E7F,96578F5B92C4A87593C6BD7478476A85
SRR15673555,2021-10-07 00:00:28,2021-08-30 18:53:03,35433,19943098,35433,562,9,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-820/SRR015/15673/SRR15673555/SRR15673555.lite.1,SRX11970042,Neg14,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP322898,PRJNA735440,,735440,SRS9979258,SAMN21032043,simple,256318,metagenome,Neg14,,,,,,,no,,,,,MURDOCH CHILDRENS RESEARCH INSTITUTE,SRA1286360,,public,B9385C1E0AB66681443D4624B2F0D71A,880A17C7A0BE387AAAA0ACA0A94CD412
SRR15673554,2021-10-07 00:00:28,2021-08-30 18:52:55,10151,5715150,10151,563,3,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR015/15673/SRR15673554/SRR15673554.lite.1,SRX11970043,Neg15,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP322898,PRJNA735440,,735440,SRS9979259,SAMN21032013,simple,256318,metagenome,Neg15,,,,,,,no,,,,,MURDOCH CHILDRENS RESEARCH INSTITUTE,SRA1286360,,public,441EA7B512A35D7901265F2369F58201,189CF8A3DF360120DAEB968F4A16C2EC
SRR15673553,2021-10-07 00:00:28,2021-08-30 18:53:02,38307,21567372,38307,563,11,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR015/15673/SRR15673553/SRR15673553.lite.1,SRX11970044,Neg16,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP322898,PRJNA735440,,735440,SRS9979260,SAMN21032044,simple,256318,metagenome,Neg16,,,,,,,no,,,,,MURDOCH CHILDRENS RESEARCH INSTITUTE,SRA1286360,,public,C6DA3B15127275E90CC08DBFB5524325,77608FBD2A40880E7139F7A1B6B148E6
SRR15673552,2021-10-07 00:00:28,2021-08-30 18:52:59,26737,15043825,26737,562,8,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR015/15673/SRR15673552/SRR15673552.lite.1,SRX11970045,Neg17,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP322898,PRJNA735440,,735440,SRS9979262,SAMN21032014,simple,256318,metagenome,Neg17,,,,,,,no,,,,,MURDOCH CHILDRENS RESEARCH INSTITUTE,SRA1286360,,public,B2D047B98A8096E9071F296E46ED2F2D,D912851D4514167B1624D783C9225AB1
SRR15673551,2021-10-07 00:00:28,2021-08-30 18:53:03,37896,21330027,37896,562,11,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR015/15673/SRR15673551/SRR15673551.lite.1,SRX11970046,Neg18,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP322898,PRJNA735440,,735440,SRS9979261,SAMN21032015,simple,256318,metagenome,Neg18,,,,,,,no,,,,,MURDOCH CHILDRENS RESEARCH INSTITUTE,SRA1286360,,public,F45E0A67282C20F36A4D72970CBBA461,8A01E52D003E61E39230F67F7518B8CD
SRR15673591,2021-10-07 00:00:27,2021-08-30 18:54:00,29217,16445080,29217,562,7,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR015/15673/SRR15673591/SRR15673591.lite.1,SRX11970006,Neg19,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP322898,PRJNA735440,,735440,SRS9979221,SAMN21032016,simple,256318,metagenome,Neg19,,,,,,,no,,,,,MURDOCH CHILDRENS RESEARCH INSTITUTE,SRA1286360,,public,8393CC1A795B9A9E5BB5F7EF19C83B8F,167AF6A7E3FEB3DD2A91D0EA45B22813
SRR15673590,2021-10-07 00:00:27,2021-08-30 18:53:55,26313,14800419,26313,562,8,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR015/15673/SRR15673590/SRR15673590.lite.1,SRX11970007,Neg2,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP322898,PRJNA735440,,735440,SRS9979223,SAMN21032031,simple,256318,metagenome,Neg2,,,,,,,no,,,,,MURDOCH CHILDRENS RESEARCH INSTITUTE,SRA1286360,,public,05D17AB8A8A8F2D9A39C32E3D2C6C142,4D8554A24860528ABA043634B725BFE6
SRR15673589,2021-10-07 00:00:27,2021-08-30 18:53:42,23048,12970958,23048,562,6,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR015/15673/SRR15673589/SRR15673589.lite.1,SRX11970008,Neg20,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP322898,PRJNA735440,,735440,SRS9979224,SAMN21032017,simple,256318,metagenome,Neg20,,,,,,,no,,,,,MURDOCH CHILDRENS RESEARCH INSTITUTE,SRA1286360,,public,E3767B5D900123F18A21EC5BECD8190D,118ABEDF56E5B4AE206DF7C7B24A281E
SRR15673588,2021-10-07 00:00:27,2021-08-30 18:53:50,28132,15834695,28132,562,7,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-820/SRR015/15673/SRR15673588/SRR15673588.lite.1,SRX11970009,Neg21,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP322898,PRJNA735440,,735440,SRS9979225,SAMN21032018,simple,256318,metagenome,Neg21,,,,,,,no,,,,,MURDOCH CHILDRENS RESEARCH INSTITUTE,SRA1286360,,public,2AE63542E6696E87B951021CC9E4BC5A,7544B9425348702F56795029A92247CD
SRR15673587,2021-10-07 00:00:27,2021-08-30 18:53:54,32425,18248766,32425,562,8,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR015/15673/SRR15673587/SRR15673587.lite.1,SRX11970010,Neg22,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP322898,PRJNA735440,,735440,SRS9979226,SAMN21032029,simple,256318,metagenome,Neg22,,,,,,,no,,,,,MURDOCH CHILDRENS RESEARCH INSTITUTE,SRA1286360,,public,030130201AE3D547EDDE7F872441B3E4,C8D73D2CF5BFDE230398C91A4E7DBEC8
SRR15673586,2021-10-07 00:00:27,2021-08-30 18:53:42,20550,11567740,20550,562,6,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-820/SRR015/15673/SRR15673586/SRR15673586.lite.1,SRX11970011,Neg23,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP322898,PRJNA735440,,735440,SRS9979227,SAMN21032019,simple,256318,metagenome,Neg23,,,,,,,no,,,,,MURDOCH CHILDRENS RESEARCH INSTITUTE,SRA1286360,,public,25FFF38B4DB38970E7AD0E73F2A85C4C,348D6E7B335D46EBDCFC60CACAAD104D
SRR15673585,2021-10-07 00:00:27,2021-08-30 18:53:46,42494,23922701,42494,562,12,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos13/sra-pub-zq-1301/SRR015/15673/SRR15673585/SRR15673585.lite.1,SRX11970012,Neg24,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP322898,PRJNA735440,,735440,SRS9979228,SAMN21032020,simple,256318,metagenome,Neg24,,,,,,,no,,,,,MURDOCH CHILDRENS RESEARCH INSTITUTE,SRA1286360,,public,66D30C8518BF06B42EF30D24E91A62E4,5AF6A2691D35E350A725EE806FCF6A36
SRR15673584,2021-10-07 00:00:27,2021-08-30 18:53:48,42573,23963975,42573,562,11,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-820/SRR015/15673/SRR15673584/SRR15673584.lite.1,SRX11970013,Neg25,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP322898,PRJNA735440,,735440,SRS9979229,SAMN21032021,simple,256318,metagenome,Neg25,,,,,,,no,,,,,MURDOCH CHILDRENS RESEARCH INSTITUTE,SRA1286360,,public,D0D836C1260C883BA82ECE3C90B3185C,4CB2B4688E6A7C98BF50901CDA2CEBB2
SRR15673583,2021-10-07 00:00:27,2021-08-30 18:53:46,29009,16330069,29009,562,7,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos13/sra-pub-zq-1301/SRR015/15673/SRR15673583/SRR15673583.lite.1,SRX11970014,Neg26,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP322898,PRJNA735440,,735440,SRS9979230,SAMN21032022,simple,256318,metagenome,Neg26,,,,,,,no,,,,,MURDOCH CHILDRENS RESEARCH INSTITUTE,SRA1286360,,public,9581DD03DC92131564EF3B9070BAE102,169731A11C95F569AE3F5F391AF45A66
SRR15673582,2021-10-07 00:00:27,2021-08-30 18:53:45,38155,21464108,38155,562,10,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR015/15673/SRR15673582/SRR15673582.lite.1,SRX11970015,Neg27,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP322898,PRJNA735440,,735440,SRS9979231,SAMN21032023,simple,256318,metagenome,Neg27,,,,,,,no,,,,,MURDOCH CHILDRENS RESEARCH INSTITUTE,SRA1286360,,public,B164A74B05EEAB4A69B05F5C96A51BE3,626EDAB05145FC1360B216DD0C4200FA
SRR15673580,2021-10-07 00:00:27,2021-08-30 18:53:44,31275,17605632,31275,562,9,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR015/15673/SRR15673580/SRR15673580.lite.1,SRX11970017,Neg28,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP322898,PRJNA735440,,735440,SRS9979233,SAMN21032027,simple,256318,metagenome,Neg28,,,,,,,no,,,,,MURDOCH CHILDRENS RESEARCH INSTITUTE,SRA1286360,,public,F04A30FFA88A28D45F344C1191A00DF0,C41E8186D08FE88617F4C2ACA9FEF07B
SRR15673579,2021-10-07 00:00:28,2021-08-30 18:53:22,7242,4075695,7242,562,2,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR015/15673/SRR15673579/SRR15673579.lite.1,SRX11970018,Neg29,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP322898,PRJNA735440,,735440,SRS9979234,SAMN21032045,simple,256318,metagenome,Neg29,,,,,,,no,,,,,MURDOCH CHILDRENS RESEARCH INSTITUTE,SRA1286360,,public,AAB0970E78CB8CA924E15E0A86917318,3E24878F49D93357E306FA2C6A8972D1
SRR15673578,2021-10-07 00:00:28,2021-08-30 18:53:40,37037,20846425,37037,562,11,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR015/15673/SRR15673578/SRR15673578.lite.1,SRX11970019,Neg3,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP322898,PRJNA735440,,735440,SRS9979235,SAMN21032032,simple,256318,metagenome,Neg3,,,,,,,no,,,,,MURDOCH CHILDRENS RESEARCH INSTITUTE,SRA1286360,,public,FF39B008178CEB145012031D0B9783A9,89901E4D2EFEF7AF89862EB5544230DF
SRR15673577,2021-10-07 00:00:28,2021-08-30 18:53:32,42896,24151667,42896,563,12,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR015/15673/SRR15673577/SRR15673577.lite.1,SRX11970020,Neg30,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP322898,PRJNA735440,,735440,SRS9979236,SAMN21032024,simple,256318,metagenome,Neg30,,,,,,,no,,,,,MURDOCH CHILDRENS RESEARCH INSTITUTE,SRA1286360,,public,D595BCACFCCAE7D3D2EC02F720DBCAD3,6B92EA2CAB68F70518F105C3E39DA921
