Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR5940809,2018-02-20 00:08:06,2017-08-17 03:13:43,30531,18366051,30531,601,10,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos12/sra-pub-zq-1214/SRR005/940/SRR5940809.sralite.1,SRX3099509,3014.D8,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP115591,PRJNA398590,2,398590,SRS2435549,SAMN07513540,simple,1632839,human vaginal metagenome,3014.D8,,,,,,,no,,,,,MURDOCH CHILDRENS RESEARCH INSTITUTE,SRA599826,,public,293696D06DCAF6FE5E92404B124B755D,98FFE7770479281144B2B0BE39C654D0
SRR5940808,2018-02-20 00:08:06,2017-08-17 03:13:44,130221,78239674,130221,600,44,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos12/sra-pub-zq-1214/SRR005/940/SRR5940808.sralite.1,SRX3099510,3015.D0,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP115591,PRJNA398590,2,398590,SRS2435550,SAMN07513541,simple,1632839,human vaginal metagenome,3015.D0,,,,,,,no,,,,,MURDOCH CHILDRENS RESEARCH INSTITUTE,SRA599826,,public,7BA46195C9E07DC40B458CFA214D780D,70B53A9407843E3D25CA5EA118606779
SRR5940811,2018-02-20 00:08:06,2017-08-17 03:14:02,121913,73250743,121913,600,40,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos12/sra-pub-zq-1214/SRR005/940/SRR5940811.sralite.1,SRX3099507,3015.D28,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP115591,PRJNA398590,2,398590,SRS2435547,SAMN07513542,simple,1632839,human vaginal metagenome,3015.D28,,,,,,,no,,,,,MURDOCH CHILDRENS RESEARCH INSTITUTE,SRA599826,,public,45ED8F52B3E3AD6D82A52B7FCFF8149F,A573BCD909B15097C53B8F0BAA5EFE4F
SRR5940810,2018-02-20 00:08:06,2017-08-17 03:14:05,109018,65506835,109018,600,36,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos12/sra-pub-zq-1214/SRR005/940/SRR5940810.sralite.1,SRX3099508,3015.D8,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP115591,PRJNA398590,2,398590,SRS2435548,SAMN07513543,simple,1632839,human vaginal metagenome,3015.D8,,,,,,,no,,,,,MURDOCH CHILDRENS RESEARCH INSTITUTE,SRA599826,,public,003D383A935184D6C0415978C0BD483F,DFA3F49E0E57529CB160011DCD12AE70
SRR5940813,2018-02-20 00:08:06,2017-08-17 03:13:55,29045,17470689,29045,601,10,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos12/sra-pub-zq-1214/SRR005/940/SRR5940813.sralite.1,SRX3099505,3017.D0,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP115591,PRJNA398590,2,398590,SRS2435545,SAMN07513544,simple,1632839,human vaginal metagenome,3017.D0,,,,,,,no,,,,,MURDOCH CHILDRENS RESEARCH INSTITUTE,SRA599826,,public,413A679CC94647D11E48134AF9B72E2D,BAC3729FE36C1DA733256B8375DBBD61
SRR5940812,2018-02-20 00:08:06,2017-08-17 03:13:55,40152,24153440,40152,601,13,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos12/sra-pub-zq-1214/SRR005/940/SRR5940812.sralite.1,SRX3099506,3017.D14,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP115591,PRJNA398590,2,398590,SRS2435546,SAMN07513545,simple,1632839,human vaginal metagenome,3017.D14,,,,,,,no,,,,,MURDOCH CHILDRENS RESEARCH INSTITUTE,SRA599826,,public,DBFB6FC6382001D6128CDAA8E9730808,9082DBE3658BA40092CBEF09BAB26F32
SRR5940815,2018-02-20 00:08:06,2017-08-17 03:13:58,35856,21507134,35856,599,12,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos12/sra-pub-zq-1214/SRR005/940/SRR5940815.sralite.1,SRX3099503,3017.D21,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP115591,PRJNA398590,2,398590,SRS2435543,SAMN07513546,simple,1632839,human vaginal metagenome,3017.D21,,,,,,,no,,,,,MURDOCH CHILDRENS RESEARCH INSTITUTE,SRA599826,,public,3B7B2F1954E9A0D6D771B40F80B965BD,9777D3603B28178EA719908A15BFC9FF
SRR5940814,2018-02-20 00:08:06,2017-08-17 03:14:01,32969,19818834,32969,601,11,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos12/sra-pub-zq-1214/SRR005/940/SRR5940814.sralite.1,SRX3099504,3017.D28,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP115591,PRJNA398590,2,398590,SRS2435544,SAMN07513547,simple,1632839,human vaginal metagenome,3017.D28,,,,,,,no,,,,,MURDOCH CHILDRENS RESEARCH INSTITUTE,SRA599826,,public,6FE9C4805921CAECD984644A565324AE,27CE2A84F8A94895E4022EEBB398DE4B
SRR5940817,2018-02-20 00:08:06,2017-08-17 03:14:01,27731,16677503,27731,601,9,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos12/sra-pub-zq-1214/SRR005/940/SRR5940817.sralite.1,SRX3099501,3017.D8,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP115591,PRJNA398590,2,398590,SRS2435540,SAMN07513548,simple,1632839,human vaginal metagenome,3017.D8,,,,,,,no,,,,,MURDOCH CHILDRENS RESEARCH INSTITUTE,SRA599826,,public,EDA2B6D705E68BFA52A2FA8A2A436DFA,00D01BDA32297F413555FDC2249DFBE9
SRR5940816,2018-02-20 00:08:06,2017-08-17 03:13:58,38795,23354590,38795,602,14,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos12/sra-pub-zq-1214/SRR005/940/SRR5940816.sralite.1,SRX3099502,3018.D0,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP115591,PRJNA398590,2,398590,SRS2435542,SAMN07513549,simple,1632839,human vaginal metagenome,3018.D0,,,,,,,no,,,,,MURDOCH CHILDRENS RESEARCH INSTITUTE,SRA599826,,public,7B6705977FE861689F712E0F946A9683,95CEA88EA74EAB37FFE0A8F23213054C
SRR5940830,2018-02-20 00:08:05,2017-08-17 03:14:09,47058,28328916,47058,602,17,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos12/sra-pub-zq-1214/SRR005/940/SRR5940830.sralite.1,SRX3099488,3020.D0,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP115591,PRJNA398590,2,398590,SRS2435528,SAMN07513550,simple,1632839,human vaginal metagenome,3020.D0,,,,,,,no,,,,,MURDOCH CHILDRENS RESEARCH INSTITUTE,SRA599826,,public,85A6B851393976E600D030E0AF86433D,F52268B76742BDDF2B1BD8A3039CD6DF
SRR5940831,2018-02-20 00:08:05,2017-08-17 03:14:21,35749,21520898,35749,602,13,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos12/sra-pub-zq-1214/SRR005/940/SRR5940831.sralite.1,SRX3099487,3020.D8,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP115591,PRJNA398590,2,398590,SRS2435527,SAMN07513551,simple,1632839,human vaginal metagenome,3020.D8,,,,,,,no,,,,,MURDOCH CHILDRENS RESEARCH INSTITUTE,SRA599826,,public,111833FF4EE7134B7B3AB18A017BC10C,E114FC3750138894302B1D9374ECA35E
SRR5940828,2018-02-20 00:08:05,2017-08-17 03:14:03,43588,26239976,43588,602,16,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos12/sra-pub-zq-1214/SRR005/940/SRR5940828.sralite.1,SRX3099490,3022.D0,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP115591,PRJNA398590,2,398590,SRS2435530,SAMN07513552,simple,1632839,human vaginal metagenome,3022.D0,,,,,,,no,,,,,MURDOCH CHILDRENS RESEARCH INSTITUTE,SRA599826,,public,8BE9AC67BCFA56AD6E46660B6A5DC201,BCBC71883076130FF34E339FF83EB89C
SRR5940834,2018-02-20 00:08:05,2017-08-17 03:14:35,34389,20702178,34389,602,12,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos12/sra-pub-zq-1214/SRR005/940/SRR5940834.sralite.1,SRX3099484,3022.D8,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP115591,PRJNA398590,2,398590,SRS2435524,SAMN07513554,simple,1632839,human vaginal metagenome,3022.D8,,,,,,,no,,,,,MURDOCH CHILDRENS RESEARCH INSTITUTE,SRA599826,,public,2CF1837E8E00A0FC0890E2104E25996C,EDEFEEC5D1205210E2091D39E3C6F1AE
SRR5940835,2018-02-20 00:08:05,2017-08-17 03:14:30,36575,22018150,36575,602,13,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos12/sra-pub-zq-1214/SRR005/940/SRR5940835.sralite.1,SRX3099483,3023.D0,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP115591,PRJNA398590,2,398590,SRS2435523,SAMN07513555,simple,1632839,human vaginal metagenome,3023.D0,,,,,,,no,,,,,MURDOCH CHILDRENS RESEARCH INSTITUTE,SRA599826,,public,E141210EC0D2A34BEEE44F8CB2DDE2BF,D29F95DB2EC109CAB306EA9D139783AD
SRR5940832,2018-02-20 00:08:05,2017-08-17 03:14:21,35565,21410130,35565,602,13,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos12/sra-pub-zq-1214/SRR005/940/SRR5940832.sralite.1,SRX3099486,3023.D28,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP115591,PRJNA398590,2,398590,SRS2435526,SAMN07513556,simple,1632839,human vaginal metagenome,3023.D28,,,,,,,no,,,,,MURDOCH CHILDRENS RESEARCH INSTITUTE,SRA599826,,public,2DD2FBB9C0882AC95AAB1E327175F90C,08AAC58E1DC42B2F8A59CBB0F6B3160F
SRR5940833,2018-02-20 00:08:05,2017-08-17 03:14:25,35942,21637084,35942,602,13,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos12/sra-pub-zq-1214/SRR005/940/SRR5940833.sralite.1,SRX3099485,3023.D8,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP115591,PRJNA398590,2,398590,SRS2435525,SAMN07513557,simple,1632839,human vaginal metagenome,3023.D8,,,,,,,no,,,,,MURDOCH CHILDRENS RESEARCH INSTITUTE,SRA599826,,public,77EB8A13AEC722386CC23934CC7DFB9C,E5E30D4655ED8F5101E76CEE069DC1C7
SRR5940836,2018-02-20 00:08:05,2017-08-17 03:14:33,68815,41426630,68815,602,25,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos12/sra-pub-zq-1214/SRR005/940/SRR5940836.sralite.1,SRX3099482,3024.D0,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP115591,PRJNA398590,2,398590,SRS2435522,SAMN07513558,simple,1632839,human vaginal metagenome,3024.D0,,,,,,,no,,,,,MURDOCH CHILDRENS RESEARCH INSTITUTE,SRA599826,,public,AA301C01B8F342AC0A2CE5A2EC84E51C,D9D0FDD4C08890AD6432B6CA70FD64EE
SRR5940837,2018-02-20 00:08:05,2017-08-17 03:14:31,26742,16098684,26742,602,10,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos12/sra-pub-zq-1214/SRR005/940/SRR5940837.sralite.1,SRX3099481,3025.D0,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP115591,PRJNA398590,2,398590,SRS2435521,SAMN07513559,simple,1632839,human vaginal metagenome,3025.D0,,,,,,,no,,,,,MURDOCH CHILDRENS RESEARCH INSTITUTE,SRA599826,,public,EA740700069D089FC1B6AAE4144993C5,71A12A8AC9ACC958B51174882CF8A29C
SRR5940852,2018-02-20 00:08:05,2017-08-17 03:14:43,30744,18496752,30744,601,12,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos12/sra-pub-zq-1214/SRR005/940/SRR5940852.sralite.1,SRX3099466,4012.D28.S,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP115591,PRJNA398590,2,398590,SRS2435506,SAMN07513601,simple,539655,human skin metagenome,4012.D28.S,,,,,,,no,,,,,MURDOCH CHILDRENS RESEARCH INSTITUTE,SRA599826,,public,3A88EF6ADD3C88A114995554171149FA,5DB15BE8E1B5DE5049EF9ABE01FA9477
SRR5940845,2018-02-20 00:08:05,2017-08-17 03:14:39,27456,16528512,27456,602,10,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos12/sra-pub-zq-1214/SRR005/940/SRR5940845.sralite.1,SRX3099473,4014.D28.S.D,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP115591,PRJNA398590,2,398590,SRS2435513,SAMN07513610,simple,539655,human skin metagenome,4014.D28.S,,,,,,,no,,,,,MURDOCH CHILDRENS RESEARCH INSTITUTE,SRA599826,,public,20D56B967D5EF4BA2F5087738D67D0B3,7D576015CE7E7CAC47785FF695EC108E
SRR5940846,2018-02-20 00:08:05,2017-08-17 03:14:33,15836,9533272,15836,602,5,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos12/sra-pub-zq-1214/SRR005/940/SRR5940846.sralite.1,SRX3099472,4014.D8.S,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP115591,PRJNA398590,2,398590,SRS2435512,SAMN07513611,simple,539655,human skin metagenome,4014.D8.S,,,,,,,no,,,,,MURDOCH CHILDRENS RESEARCH INSTITUTE,SRA599826,,public,C45C22B756764C0644AD90A5E9CD31D5,3B8CE5135BF005B2C6C2883FB852C18C
SRR5940843,2018-02-20 00:08:05,2017-08-17 03:14:35,35993,21657308,35993,601,12,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos12/sra-pub-zq-1214/SRR005/940/SRR5940843.sralite.1,SRX3099475,4014.D8.U,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP115591,PRJNA398590,2,398590,SRS2435515,SAMN07513612,simple,646099,human metagenome,4014.D8.U,,,,,,,no,,,,,MURDOCH CHILDRENS RESEARCH INSTITUTE,SRA599826,,public,FC3A6221C3E3A6715493BF1BFABC5746,6EBF6E91879A34322A119E1CE61DDB23
SRR5940844,2018-02-20 00:08:05,2017-08-17 03:14:44,139258,83718152,139258,601,47,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos12/sra-pub-zq-1214/SRR005/940/SRR5940844.sralite.1,SRX3099474,4015.D0.S,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP115591,PRJNA398590,2,398590,SRS2435514,SAMN07513613,simple,539655,human skin metagenome,4015.D0.S,,,,,,,no,,,,,MURDOCH CHILDRENS RESEARCH INSTITUTE,SRA599826,,public,B5D8B1146FAAFCE0EA1B1C09D0402D37,F1AF2E6B87F15037FAEB5F2D282CB409
SRR5940841,2018-02-20 00:08:05,2017-08-17 03:14:37,31827,19159854,31827,602,11,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos12/sra-pub-zq-1214/SRR005/940/SRR5940841.sralite.1,SRX3099477,4015.D28.S,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP115591,PRJNA398590,2,398590,SRS2435517,SAMN07513614,simple,539655,human skin metagenome,4015.D28.S,,,,,,,no,,,,,MURDOCH CHILDRENS RESEARCH INSTITUTE,SRA599826,,public,52082B49D11B21EE5E1A45272D7A2D3F,A88D9AB713FD2598EE30E5D342EE89F1
SRR5940842,2018-02-20 00:08:05,2017-08-17 03:14:38,41159,24777718,41159,602,14,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos12/sra-pub-zq-1214/SRR005/940/SRR5940842.sralite.1,SRX3099476,4015.D8.S,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP115591,PRJNA398590,2,398590,SRS2435516,SAMN07513615,simple,539655,human skin metagenome,4015.D8.S,,,,,,,no,,,,,MURDOCH CHILDRENS RESEARCH INSTITUTE,SRA599826,,public,5BF1A1110FC9BD7C6AE500DE6D0CD960,4998FD27593163E94434278C1F40CA8A
SRR5940839,2018-02-20 00:08:05,2017-08-17 03:14:41,37579,22607859,37579,601,12,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos12/sra-pub-zq-1214/SRR005/940/SRR5940839.sralite.1,SRX3099479,4017.D0.S,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP115591,PRJNA398590,2,398590,SRS2435519,SAMN07513616,simple,539655,human skin metagenome,4017.D0.S,,,,,,,no,,,,,MURDOCH CHILDRENS RESEARCH INSTITUTE,SRA599826,,public,118394F6F00F27262349C243088F9C72,3EEF28511DA65F86F763751E18272756
SRR5940840,2018-02-20 00:08:05,2017-08-17 03:14:37,39564,23807450,39564,601,13,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos12/sra-pub-zq-1214/SRR005/940/SRR5940840.sralite.1,SRX3099478,4017.D14.S,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP115591,PRJNA398590,2,398590,SRS2435518,SAMN07513617,simple,539655,human skin metagenome,4017.D14.S,,,,,,,no,,,,,MURDOCH CHILDRENS RESEARCH INSTITUTE,SRA599826,,public,682BD4AB746EC0A82699BEF417A152A6,2F85BE0F52C91516CF3B47E5D5082C59
SRR5940848,2018-02-20 00:08:05,2017-08-17 03:15:19,35800,21542037,35800,601,12,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos12/sra-pub-zq-1214/SRR005/940/SRR5940848.sralite.1,SRX3099470,4017.D21.S,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP115591,PRJNA398590,2,398590,SRS2435510,SAMN07513618,simple,539655,human skin metagenome,4017.D21.S,,,,,,,no,,,,,MURDOCH CHILDRENS RESEARCH INSTITUTE,SRA599826,,public,82C9E7F859D92249699169E069F1863A,8C87E21E652D9D9C36B0FF1646E2B651
SRR5940849,2018-02-20 00:08:05,2017-08-17 03:14:43,43955,26449378,43955,601,15,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos12/sra-pub-zq-1214/SRR005/940/SRR5940849.sralite.1,SRX3099469,4017.D28.S,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP115591,PRJNA398590,2,398590,SRS2435509,SAMN07513619,simple,539655,human skin metagenome,4017.D28.S,,,,,,,no,,,,,MURDOCH CHILDRENS RESEARCH INSTITUTE,SRA599826,,public,D5036169FAC6A4C6C714DC94B63D4531,F2B01A402B6257EF4025C2387105DD1F
SRR5940823,2018-02-20 00:08:06,2017-08-17 03:14:02,36939,22227384,36939,601,12,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos12/sra-pub-zq-1214/SRR005/940/SRR5940823.sralite.1,SRX3099495,4017.D8.S,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP115591,PRJNA398590,2,398590,SRS2435535,SAMN07513620,simple,539655,human skin metagenome,4017.D8.S,,,,,,,no,,,,,MURDOCH CHILDRENS RESEARCH INSTITUTE,SRA599826,,public,2FC2E0B8832B15CA027BE9E139214A49,C3E0F9247FEC0BC2A36F5C84A1D58178
